order_index,variable_df11,variable_df8,table_df8,var_in_df8,coded_na_values_df8,order_df8_tables,variable_df9,table_df9,var_in_df9,coded_na_values_df9,order_df9_tables,code_table_df9,code_col_df9,label_col_df9,variable_df10,table_df10,long_format_df10,var_in_df10,df10_removed,df10_merged,df10_aggregated_var,df10_aggregated_var_df11_mergedvars,CodedVar,varCodesValues
110,mod_disturb_quarrying,qurrying,v209,TRUE,-1,9008,quarrying,condition,TRUE,-1,3017,Codes_altering_features,code,description,quarrying,codeTable,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,"0=absent or virtually absent; 1=present, but sparse or limited in effects; 2=present in sufficient degree to have considerable effect; 3=present, but degree unspecified; 4=present in sufficient degree to have a very strong effect; 5=present in a degree that amounts to total destruction"
111,mod_disturb_stoneclearing,clrstone,v209,TRUE,-1,9009,stoneClearing,condition,TRUE,-1,3018,Codes_altering_features,code,description,stoneClearing,codeTable,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,"0=absent or virtually absent; 1=present, but sparse or limited in effects; 2=present in sufficient degree to have considerable effect; 3=present, but degree unspecified; 4=present in sufficient degree to have a very strong effect; 5=present in a degree that amounts to total destruction"
112,mod_disturb_landleveling,ldlvling,v209,TRUE,-1,9010,landLeveling,condition,TRUE,-1,3019,Codes_altering_features,code,description,landLeveling,codeTable,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,"0=absent or virtually absent; 1=present, but sparse or limited in effects; 2=present in sufficient degree to have considerable effect; 3=present, but degree unspecified; 4=present in sufficient degree to have a very strong effect; 5=present in a degree that amounts to total destruction"
113,mod_disturb_terracing,terracng,v209,TRUE,-1,9011,terracing,condition,TRUE,-1,3020,Codes_altering_features,code,description,terracing,codeTable,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,"0=absent or virtually absent; 1=present, but sparse or limited in effects; 2=present in sufficient degree to have considerable effect; 3=present, but degree unspecified; 4=present in sufficient degree to have a very strong effect; 5=present in a degree that amounts to total destruction"
114,mod_disturb_ditching,ditching,v209,TRUE,-1,9012,ditching,condition,TRUE,-1,3021,Codes_altering_features,code,description,ditching,codeTable,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,"0=absent or virtually absent; 1=present, but sparse or limited in effects; 2=present in sufficient degree to have considerable effect; 3=present, but degree unspecified; 4=present in sufficient degree to have a very strong effect; 5=present in a degree that amounts to total destruction"
115,mod_disturb_roadorrail,roadorrr,v209,TRUE,-1,9013,roadOrRail,condition,TRUE,-1,3022,Codes_altering_features,code,description,roadOrRail,codeTable,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,"0=absent or virtually absent; 1=present, but sparse or limited in effects; 2=present in sufficient degree to have considerable effect; 3=present, but degree unspecified; 4=present in sufficient degree to have a very strong effect; 5=present in a degree that amounts to total destruction"
116,mod_disturb_recentwall,rcntwall,v210,TRUE,-1,10002,recentWall,condition,TRUE,-1,3023,Codes_altering_features,code,description,recentWall,codeTable,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,"0=absent or virtually absent; 1=present, but sparse or limited in effects; 2=present in sufficient degree to have considerable effect; 3=present, but degree unspecified; 4=present in sufficient degree to have a very strong effect; 5=present in a degree that amounts to total destruction"
117,mod_disturb_stonerows,stonerws,v210,TRUE,-1,10003,stoneRows,condition,TRUE,-1,3024,Codes_altering_features,code,description,stoneRows,codeTable,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,"0=absent or virtually absent; 1=present, but sparse or limited in effects; 2=present in sufficient degree to have considerable effect; 3=present, but degree unspecified; 4=present in sufficient degree to have a very strong effect; 5=present in a degree that amounts to total destruction"
118,mod_disturb_recentbuild,rcntbldg,v210,TRUE,-1,10004,recentBuild,condition,TRUE,-1,3025,Codes_altering_features,code,description,recentBuild,codeTable,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,"0=absent or virtually absent; 1=present, but sparse or limited in effects; 2=present in sufficient degree to have considerable effect; 3=present, but degree unspecified; 4=present in sufficient degree to have a very strong effect; 5=present in a degree that amounts to total destruction"
119,mod_disturb_dam,dam,v210,TRUE,-1,10005,dam,condition,TRUE,-1,3026,Codes_altering_features,code,description,dam,codeTable,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,"0=absent or virtually absent; 1=present, but sparse or limited in effects; 2=present in sufficient degree to have considerable effect; 3=present, but degree unspecified; 4=present in sufficient degree to have a very strong effect; 5=present in a degree that amounts to total destruction"
120,mod_disturb_jaguey,jaguey,v210,TRUE,-1,10006,jaguey,condition,TRUE,-1,3027,Codes_altering_features,code,description,jagueyMod,codeTable,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,"0=absent or virtually absent; 1=present, but sparse or limited in effects; 2=present in sufficient degree to have considerable effect; 3=present, but degree unspecified; 4=present in sufficient degree to have a very strong effect; 5=present in a degree that amounts to total destruction"
121,mod_disturb_erosion,erosion,v210,TRUE,-1,10007,erosion,condition,TRUE,-1,3028,Codes_altering_features,code,description,erosion,codeTable,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,"0=absent or virtually absent; 1=present, but sparse or limited in effects; 2=present in sufficient degree to have considerable effect; 3=present, but degree unspecified; 4=present in sufficient degree to have a very strong effect; 5=present in a degree that amounts to total destruction"
122,mod_disturb_silting,silting,v210,TRUE,-1,10008,silting,condition,TRUE,-1,3029,Codes_altering_features,code,description,silting,codeTable,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,"0=absent or virtually absent; 1=present, but sparse or limited in effects; 2=present in sufficient degree to have considerable effect; 3=present, but degree unspecified; 4=present in sufficient degree to have a very strong effect; 5=present in a degree that amounts to total destruction"
123,mod_disturb_tot,obscsite,v210,TRUE,-1,10009,siteAlteration,condition,TRUE,-1,3030,Codes_overallcondition,code,description,siteAlteration,codeTable,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,0=none or negligible; 1=slight; 2=moderate; 3=considerable; 4=extreme
124,mod_slope,slope,v210,TRUE,-1,10010,slope,description,TRUE,-1,2005,Codes_slope,code,description,slope,codeTable,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,0=flat or nearly flat; 1=slight slope; 2=moderate slope; 3=considerable slope; 4=very steep slope
125,art_lith_gs_wrkshp_field,gswkshop,v210,TRUE,-1,10011,groundstoneField,workshop,TRUE,-1,8002,Codes_workshopField,code,description,groundstoneField,interpTable,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,"0=nothing special noted in the field; 1=considered an area of concentration, of unspecified character; 2=judged to be a workshop area; 3=some sort of specialized concentration but not a workshop; 4=possible workshop area"
126,art_lith_obs_wrkshp_field,obwkshop,v210,TRUE,-1,10012,obsidianField,workshop,TRUE,-1,8003,Codes_workshopField,code,description,obsidianField,interpTable,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,"0=nothing special noted in the field; 1=considered an area of concentration, of unspecified character; 2=judged to be a workshop area; 3=some sort of specialized concentration but not a workshop; 4=possible workshop area"
127,art_lith_gs_manos,manos,v210,TRUE,-1,10013,manos,lithicGround,TRUE,-1,14002,,,,manos,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
128,art_lith_gs_metates,metates,v211,TRUE,-1,11002,metates,lithicGround,TRUE,-1,14003,,,,metates,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
129,art_lith_gs_mortars,mortars,v211,TRUE,-1,11003,mortars,lithicGround,TRUE,-1,14004,,,,mortars,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
130,art_lith_gs_pestles,pestles,v211,TRUE,-1,11004,pestles,lithicGround,TRUE,-1,14005,,,,pestles,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
131,art_lith_gs_plastersmoothers,psmoothr,v211,TRUE,-1,11005,plasterSmoothers,lithicGround,TRUE,-1,14006,,,,plasterSmoothers,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
132,art_lith_gs_plumbbobs,plumbbob,v211,TRUE,-1,11006,plumbBobs,lithicGround,TRUE,-1,14007,,,,plumbBobs,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
133,art_lith_gs_wallfixtures,wallfixt,v203,TRUE,-1,3005,wallFixtures,lithicGround,TRUE,-1,14008,,,,wallFixSurf,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
134,art_lith_gs_firegods,firegods,v211,TRUE,-1,11008,fireGods,lithicGround,TRUE,-1,14009,,,,fireGods,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
135,art_lith_gs_sculpturefrags,mscstnsc,v211,TRUE,-1,11009,sculptureFrags,lithicGround,TRUE,-1,14010,,,,sculptureFrags,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
136,art_lith_gs_hammerstones,hammers,v211,TRUE,-1,11010,hammerStones,lithicGround,TRUE,-1,14011,,,,hammerStones,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
137,art_lith_gs_slingstones,slingstn,v211,TRUE,-1,11011,slingStones,lithicGround,TRUE,-1,14012,,,,slingStones,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
138,art_lith_gs_smoothstones,smthstn,v211,TRUE,-1,11012,smoothStones,lithicGround,TRUE,-1,14013,,,,smoothStones,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
139,art_lith_gs_whetstones,whetstn,v211,TRUE,-1,11013,whetStones,lithicGround,TRUE,-1,14014,,,,whetStones,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
140,art_lith_gs_palettes,palettes,v212,TRUE,-1,12002,palettes,lithicGround,TRUE,-1,14015,,,,palettes,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
141,art_lith_gs_celts,celts,v212,TRUE,-1,12003,celts,lithicGround,TRUE,-1,14016,,,,celts,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
142,art_lith_gs_lajasreworked,rwkdlaja,v212,TRUE,-1,12004,lajasReworked,lithicGround,TRUE,-1,14017,,,,lajasReworked,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
143,art_lith_gs_anvils,anvils,v212,TRUE,-1,12005,anvils,lithicGround,TRUE,-1,14018,,,,anvils,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
144,art_lith_gs_drains,drains,v203,TRUE,-1,3004,drains,lithicGround,TRUE,-1,14019,,,,drainSurface,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
145,art_lith_gs_draincovers,draincvr,v212,TRUE,-1,12007,drainCovers,lithicGround,TRUE,-1,14020,,,,drainCovers,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
146,art_lith_gs_other,othergs,v212,TRUE,-1,12008,groundstoneOther,lithicGround,TRUE,-1,14021,,,,groundstoneOther,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
147,art_lith_obs_tot,obsitots,v401,TRUE,-1,41008,obsidianTot,lithicFlaked,TRUE,-1,13002,,,,obsidianTot,totalsTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
148,art_lith_obs_blades,obsiblds,v301,TRUE,-1,31003,obsidianBlades,lithicFlaked,TRUE,-1,13003,,,,obsidianBlades,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
149,art_lith_obs_waste,obsiwste,v401,TRUE,-1,41009,obsidianWaste,lithicFlaked,TRUE,-1,13004,,,,obsidianWaste,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
150,art_lith_obs_scrapers,obsiscrp,v301,TRUE,-1,31004,obsidianScrapers,lithicFlaked,TRUE,-1,13005,,,,obsidianScrapers,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
151,art_lith_obs_points,obsipnts,v301,TRUE,-1,31005,obsidianPoints,lithicFlaked,TRUE,-1,13006,,,,,,,FALSE,FALSE,TRUE,FALSE,,FALSE,
152,art_lith_obs_cores,obsicors,v301,TRUE,-1,31006,obsidianCores,lithicFlaked,TRUE,-1,13007,,,,obsidianCores,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
153,art_lith_obs_knives,obsikniv,v212,TRUE,-1,12009,obsidianKnives,lithicFlaked,TRUE,-1,13008,,,,,,,FALSE,FALSE,TRUE,FALSE,,FALSE,
154,art_lith_obs_eccentrics,obsiecce,v212,TRUE,-1,12010,obsidianEccentrics,lithicFlaked,TRUE,-1,13009,,,,obsidianEccentrics,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
155,art_lith_obs_scrapersmaguey,obsimgsc,v212,TRUE,-1,12011,obsidianMagueyS,lithicFlaked,TRUE,-1,13010,,,,obsidianMagueyS,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
156,art_lith_obs_utilizedflakes,obsiuflk,v301,TRUE,-1,31007,obsidianUtFlake,lithicFlaked,TRUE,-1,13011,,,,obsidianUtFlake,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
157,art_lith_obs_nodules,obsinods,v301,TRUE,-1,31008,obsidianNodules,lithicFlaked,TRUE,-1,13012,,,,obsidianNodules,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
158,art_lith_basalt_tot,bslttots,v301,TRUE,-1,31009,basaltTot,lithicFlaked,TRUE,-1,13013,,,,basaltTot,totalsTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
159,art_lith_basalt_tools,bslttool,v212,TRUE,-1,12012,basaltTools,lithicFlaked,TRUE,-1,13014,,,,basaltTools,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
160,art_lith_chert_tot,chrtfrag,v212,TRUE,-1,12013,chert,lithicFlaked,TRUE,-1,13015,,,,Chert,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
161,art_lith_quartz_tot,quartz,v213,TRUE,-1,13002,quartz,lithicFlaked,TRUE,-1,13016,,,,Quartz,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
162,art_lith_slate_tot,slatetot,v213,TRUE,-1,13003,slateTot,lithicGround,TRUE,-1,14022,,,,slateTot,totalsTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
163,art_lith_slate_painted,slatepnt,v213,TRUE,-1,13004,slatePainted,lithicGround,TRUE,-1,14023,,,,slatePainted,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
164,art_lith_alabaster,alabastr,v213,TRUE,-1,13005,alabaster,lithicGround,TRUE,-1,14024,,,,alabaster,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
165,art_lith_serpentine_tot,serpentn,v213,TRUE,-1,13006,serpentine,lithicGround,TRUE,-1,14025,,,,,,,FALSE,FALSE,TRUE,FALSE,,FALSE,
166,art_lith_jade_tot,jade,v213,TRUE,-1,13007,jade,lithicGround,TRUE,-1,14026,,,,,,,FALSE,FALSE,TRUE,FALSE,,FALSE,
167,art_bone_worked,wrkdbone,v213,TRUE,-1,13008,workedBone,artifactOther,TRUE,-1,15002,,,,workedBone,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
168,art_shell_tot,shelltot,v213,TRUE,-1,13009,shellTot,artifactOther,TRUE,-1,15003,,,,shellTot,totalsTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
169,art_shell_worked,shellwkd,v213,TRUE,-1,13010,shellWorked,artifactOther,TRUE,-1,15004,,,,shellWorked,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
170,art_cer_fig_tot,figutots,v301,TRUE,-1,31010,figTot,cerNonVessel,TRUE,-1,11002,,,,figTot,totalsTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
171,art_cer_fig_head,figheads,v213,TRUE,-1,13011,figHead,cerNonVessel,TRUE,-1,11003,,,,figHead,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
172,art_cer_fig_pre_patl,ppatfigs,v213,TRUE,-1,13012,figPPat,cerNonVessel,TRUE,-1,11004,,,,figPPat,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
173,art_cer_fig_patl,patlfigs,v213,TRUE,-1,13013,figPatl,cerNonVessel,TRUE,-1,11005,,,,figPatl,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
174,art_cer_fig_tzac,tzacfigs,v214,TRUE,-1,14002,figTzac,cerNonVessel,TRUE,-1,11006,,,,figTzac,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
175,art_cer_fig_micc,miccfigs,v214,TRUE,-1,14003,figMicc,cerNonVessel,TRUE,-1,11007,,,,figMic,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
176,art_cer_fig_tlam,tlamfigs,v214,TRUE,-1,14004,figTlam,cerNonVessel,TRUE,-1,11008,,,,figTlam,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
177,art_cer_fig_xola,xolafigs,v214,TRUE,-1,14005,figXola,cerNonVessel,TRUE,-1,11009,,,,figXola,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
178,art_cer_fig_mete,metefigs,v214,TRUE,-1,14006,figMete,cerNonVessel,TRUE,-1,11010,,,,figMete,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
179,art_cer_fig_toltec,toltfigs,v214,TRUE,-1,14007,figTolt,cerNonVessel,TRUE,-1,11011,,,,figToltec,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
180,art_cer_fig_aztec,aztefigs,v214,TRUE,-1,14008,figAzte,cerNonVessel,TRUE,-1,11012,,,,figAzte,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
181,art_cer_fig_pupp,puppfigs,v214,TRUE,-1,14009,figPupp,cerNonVessel,TRUE,-1,11013,,,,figPupp,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
182,art_cer_spwhorl,spinwhrl,v214,TRUE,-1,14010,spindleWhorl,cerNonVessel,TRUE,-1,11014,,,,spindleWhorl,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
183,art_cer_sealstamp,sealstmp,v214,TRUE,-1,14011,sealStamp,cerNonVessel,TRUE,-1,11015,,,,sealStamp,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
184,art_cer_earspool,earspool,v214,TRUE,-1,14012,earSpool,cerNonVessel,TRUE,-1,11016,,,,earSpool,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
185,art_cer_whistle,whistles,v214,TRUE,-1,14013,whistle,cerNonVessel,TRUE,-1,11017,,,,whistle,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
186,art_cer_flute,flutes,v215,TRUE,-1,15002,flute,cerNonVessel,TRUE,-1,11018,,,,flute,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
187,meta_pers_lab1,ceranwk1,v215,TRUE,-1,15003,labAnalysts1,labAnalysts,TRUE,-1,17002,Codes_personnel,code,description,workLab1,codeTable,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,1=Rene Millon; 2=Bruce Drewitt; 3=James A. Bennyhoff; 4=Pedro Banos; 5=George L. Cowgill; 6=Michael W. Spence; 7=Matthew Wallrath; 8=Joseph D. Marino; 9=Warren T. D. Barbour; 10=Arnulfo de Lucio; 11=Jose de Lucio; 12=Darlena K. Blucher; 13=Daniel W. Hungerford; 14=Donald R. Sutherland; 15=S. Jeffrey K. Wilkerson; 16=Steve M. Sharnoff; 17=Silvestre Sanchez; 18=Charles K. Fletcher; 19=Charles C. Kolb; 20=Clara Millon; 21=Wendy Drewitt; 22=James W. Dow; 23=Mario de Lucio; 24=Paul Shankman; 25=Chris D. Dodds; 26=G. Raymond Krotser; 27=A. Jane Quisenberry; 28=Michael S. West; 29=Dan B. Bruhns; 30=Karen O. Bruhns; 31=Silvia G. Duran; 32=Erica West
188,meta_pers_lab2,ceranwk2,v215,TRUE,-1,15004,labAnalysts2,labAnalysts,TRUE,-1,17003,Codes_personnel,code,description,workLab2,codeTable,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,1=Rene Millon; 2=Bruce Drewitt; 3=James A. Bennyhoff; 4=Pedro Banos; 5=George L. Cowgill; 6=Michael W. Spence; 7=Matthew Wallrath; 8=Joseph D. Marino; 9=Warren T. D. Barbour; 10=Arnulfo de Lucio; 11=Jose de Lucio; 12=Darlena K. Blucher; 13=Daniel W. Hungerford; 14=Donald R. Sutherland; 15=S. Jeffrey K. Wilkerson; 16=Steve M. Sharnoff; 17=Silvestre Sanchez; 18=Charles K. Fletcher; 19=Charles C. Kolb; 20=Clara Millon; 21=Wendy Drewitt; 22=James W. Dow; 23=Mario de Lucio; 24=Paul Shankman; 25=Chris D. Dodds; 26=G. Raymond Krotser; 27=A. Jane Quisenberry; 28=Michael S. West; 29=Dan B. Bruhns; 30=Karen O. Bruhns; 31=Silvia G. Duran; 32=Erica West
189,meta_pers_lab3,ceranwk3,v215,TRUE,-1,15005,labAnalysts3,labAnalysts,TRUE,-1,17004,Codes_personnel,code,description,workLab3,codeTable,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,1=Rene Millon; 2=Bruce Drewitt; 3=James A. Bennyhoff; 4=Pedro Banos; 5=George L. Cowgill; 6=Michael W. Spence; 7=Matthew Wallrath; 8=Joseph D. Marino; 9=Warren T. D. Barbour; 10=Arnulfo de Lucio; 11=Jose de Lucio; 12=Darlena K. Blucher; 13=Daniel W. Hungerford; 14=Donald R. Sutherland; 15=S. Jeffrey K. Wilkerson; 16=Steve M. Sharnoff; 17=Silvestre Sanchez; 18=Charles K. Fletcher; 19=Charles C. Kolb; 20=Clara Millon; 21=Wendy Drewitt; 22=James W. Dow; 23=Mario de Lucio; 24=Paul Shankman; 25=Chris D. Dodds; 26=G. Raymond Krotser; 27=A. Jane Quisenberry; 28=Michael S. West; 29=Dan B. Bruhns; 30=Karen O. Bruhns; 31=Silvia G. Duran; 32=Erica West
190,meta_time_analysis_yr,ceranyr,v215,TRUE,-1,15006,analysisYear,admin,TRUE,-1,1004,,,,analysisYear,codeTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
191,meta_time_analysis_qtr,ceranqt,v215,TRUE,-1,15007,analysisQuarter,admin,TRUE,-1,1005,Codes_quarter,code,description,analysisQuarter,codeTable,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,1=December-February; 2=March-May; 3=June-August; 4=September-November
192,art_cer_wrkshp_field,fldcwksh,v215,TRUE,-1,15008,ceramicField,workshop,TRUE,-1,8004,Codes_workshopField,code,description,ceramicField,interpTable,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,"0=nothing special noted in the field; 1=considered an area of concentration, of unspecified character; 2=judged to be a workshop area; 3=some sort of specialized concentration but not a workshop; 4=possible workshop area"
193,art_cer_abundance,fldcabun,v215,TRUE,-1,15009,ceramicAbundance,description,TRUE,-1,2009,Codes_ceramicAbundance,code,description,ceramicAbundance,codeTable,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,0=Absent; 1=Very Sparse; 2=Very Sparse to Sparse; 3=Sparse; 4=Sparse to Moderate; 5=Moderate; 6=Moderate to Abundant; 7=Abundant; 8=Abundant to Very Abundant; 9=Very Abundant
194,art_cer_cand_tot,candtots,v301,TRUE,-1,31011,candTot,cerNonVessel,TRUE,-1,11020,,,,candTot,totalsTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
195,art_cer_cand_coat,coatcand,v215,TRUE,-1,15010,candCoat,cerNonVessel,TRUE,-1,11021,,,,candCoat,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
196,art_cer_cand_atoy,atoycand,v215,TRUE,-1,15011,candAtoy,cerNonVessel,TRUE,-1,11022,,,,candAtoy,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
197,art_cer_cand_exol,exolcand,v215,TRUE,-1,15012,candEXol,cerNonVessel,TRUE,-1,11023,,,,candEXol,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
198,art_cer_cand_lxol,lxolcand,v215,TRUE,-1,15013,candLXol,cerNonVessel,TRUE,-1,11024,,,,candLXol,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
199,art_cer_cand_mete,metecand,v301,TRUE,-1,31012,candMete,cerNonVessel,TRUE,-1,11025,,,,candMete,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
200,art_cer_cand_common,commcand,v301,TRUE,-1,31013,candComm,cerNonVessel,TRUE,-1,11026,,,,candComm,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
201,art_cer_burner3p,brn3prng,v302,TRUE,-1,32002,burner3P,cerVessel,TRUE,-1,10068,,,,burner3P,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
202,art_cer_coverhandled,handcovr,v302,TRUE,-1,32003,coverHandled,cerVessel,TRUE,-1,10069,,,,coverHandled,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
203,meta_loc_site_area,areasite,v401,TRUE,-1,41010,areaSite,description,TRUE,-1,2006,,,,areaSite,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
204,art_cer_tot_all,shrdstot,v401,TRUE,-1,41011,totAll,cerPhTot,TRUE,-1,12002,,,,totAll,totalsTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
205,art_cer_tot_precl,othpclas,v216,TRUE,-1,16002,totPrec,cerPhTot,TRUE,-1,12003,,,,totPreCl,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
206,art_cer_tot_cuan,cuanalan,v302,TRUE,-1,32004,totCuan,cerPhTot,TRUE,-1,12004,,,,totCuan,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
207,art_cer_tot_tezo,tezoyuca,v302,TRUE,-1,32005,totTezo,cerPhTot,TRUE,-1,12005,,,,totTezo,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
208,art_cer_tot_patl,patlachi,v302,TRUE,-1,32006,totPatl,cerPhTot,TRUE,-1,12006,,,,totPatl,totalsTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
209,art_cer_tot_tzac,tzacuall,v302,TRUE,-1,32007,totTzac,cerPhTot,TRUE,-1,12007,,,,totTzac,totalsTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
210,art_cer_tot_micc,miccaotl,v302,TRUE,-1,32008,totMicc,cerPhTot,TRUE,-1,12008,,,,totMicc,totalsTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
211,art_cer_tot_tlam,tlamimil,v302,TRUE,-1,32009,totTlam,cerPhTot,TRUE,-1,12009,,,,totTlam,totalsTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
212,art_cer_tot_xola,xolalpan,v302,TRUE,-1,32010,totXola,cerPhTot,TRUE,-1,12010,,,,totXola,totalsTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
213,art_cer_tot_mete,metepec,v302,TRUE,-1,32011,totMete,cerPhTot,TRUE,-1,12011,,,,totMete,totalsTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
